,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
26,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-06 12:34:00,RE: GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Calixto Nils', 'Flecha Sven']","['IT', 'IT']",['IT'], GT-SeismicProcessorPro Bug Report,2014-01-06,6,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
27,Felix.Balas@gastech.com.kronos,"Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos",2014-01-06 12:36:00,RE: Wellhead flow rate data,Felix Balas,"['Frente Birgitta', 'Azada Lars', 'Balas Felix']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Balas,Felix,1960-03-04,Tethys,Male,Tethys,BirthNation,1960-03-04,Tethys,2005-04-15,2015-04-14,Engineering,Engineer,2004-09-02,Felix.Balas@gastech.com.kronos,TethanDefenseForceNavy,HonorableDischarge,1988-10-01,Engineering,Engineering
28,Felix.Balas@gastech.com.kronos,"Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos",2014-01-06 12:37:00,RE: Wellhead flow rate data,Felix Balas,"['Frente Birgitta', 'Azada Lars', 'Balas Felix']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Balas,Felix,1960-03-04,Tethys,Male,Tethys,BirthNation,1960-03-04,Tethys,2005-04-15,2015-04-14,Engineering,Engineer,2004-09-02,Felix.Balas@gastech.com.kronos,TethanDefenseForceNavy,HonorableDischarge,1988-10-01,Engineering,Engineering
29,Lars.Azada@gastech.com.kronos,"Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos",2014-01-06 12:39:00,RE: Wellhead flow rate data,Lars Azada,"['Frente Birgitta', 'Azada Lars', 'Balas Felix']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Azada,Lars,1973-04-30,Tethys,Male,Tethys,BirthNation,1973-04-30,Tethys,2011-06-01,2021-05-31,Engineering,Engineer,1995-12-01,Lars.Azada@gastech.com.kronos,TethanDefenseForceAir,GeneralDischarge,1995-10-01,Engineering,Engineering
30,Loreto.Bodrogi@gastech.com.kronos,"Varja.Lagos@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Inga.Ferro@gastech.com.kronos",2014-01-06 12:44:00,RE: Patrol schedule changes,Loreto Bodrogi,"['Lagos Varja', 'Osvaldo Hennie', 'Bodrogi Loreto', 'Ferro Inga']","['Security', 'Security', 'Security', 'Security']",['Security'], Patrol schedule changes,2014-01-06,6,Working hours (9-5),Bodrogi,Loreto,1989-04-17,Kronos,Male,Kronos,BirthNation,1989-04-17,,,,Security,Site Control,2013-08-17,Loreto.Bodrogi@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2008-10-01,Security,Security
31,Loreto.Bodrogi@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 12:48:00,RE: Plants,Loreto Bodrogi,['Barranco Ingrid'],['Executive'],['Executive'], Plants,2014-01-06,6,Working hours (9-5),Bodrogi,Loreto,1989-04-17,Kronos,Male,Kronos,BirthNation,1989-04-17,,,,Security,Site Control,2013-08-17,Loreto.Bodrogi@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2008-10-01,Security,Executive
32,Willem.Vasco-Pais@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos",2014-01-06 12:56:00,RE: IPO,Willem Vasco-Pais,"['Strum Orhan', 'Vasco-Pais Willem']","['Executive', 'Executive']",['Executive'], IPO,2014-01-06,6,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
33,Anda.Ribera@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 13:01:00,Favor - borrow hedge trimmer,Anda Ribera,['Morlun Valeria'],['Facilities'],['Facilities'],Favor - borrow hedge trimmer,2014-01-06,6,Working hours (9-5),Ribera,Anda,1975-11-17,Tethys,Female,Tethys,BirthNation,1975-11-17,Tethys,2009-06-15,2019-06-14,Executive,Assistant to CFO,2009-10-30,Anda.Ribera@gastech.com.kronos,,,,Administration,Facilities
34,Orhan.Strum@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos",2014-01-06 13:05:00,RE: IPO,Orhan Strum,"['Strum Orhan', 'Vasco-Pais Willem']","['Executive', 'Executive']",['Executive'], IPO,2014-01-06,6,Working hours (9-5),Strum,Orhan,1963-10-18,Asteria,Male,Tethys,ParentCitizenship,1963-10-18,Tethys,2011-06-02,2021-06-01,Executive,SVP/COO,2003-08-07,Orhan.Strum@gastech.com.kronos,,,,Executive,Executive
35,Benito.Hawelon@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-06 13:07:00,RE: New refueling policies - Effective February 1,Benito Hawelon,"['Morlun Adan', 'Hawelon Claudio', 'Morlun Valeria', 'Awelon Varro', 'Hafon Albina', 'Arpa Emile', 'Nant Irene', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], New refueling policies - Effective February 1,2014-01-06,6,Working hours (9-5),Hawelon,Benito,1978-11-23,Kronos,Male,Kronos,BirthNation,1978-11-23,,,,Facilities,Truck Driver,2000-02-21,Benito.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1999-10-01,Facilities,Facilities
36,Felix.Resumir@gastech.com.kronos,"Felix.Resumir@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos",2014-01-06 13:08:00,RE: Inspection request for site,Felix Resumir,"['Resumir Felix', 'Cocinaro Hideki', 'Ferro Inga', 'Lagos Varja', 'Herrero Kanon', 'Fusil Stenig', 'Osvaldo Hennie', 'Vann Isia', 'Vann Edvard', 'Bodrogi Loreto']","['Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security']",['Security'], Inspection request for site,2014-01-06,6,Working hours (9-5),Resumir,Felix,1959-06-30,Tethys,Male,Tethys,BirthNation,1959-06-30,Tethys,2005-03-20,2015-03-19,Security,Security Group Manager,2003-09-15,Felix.Resumir@gastech.com.kronos,TethanDefenseForceArmy,HonorableDischarge,1997-10-01,Security,Security
37,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos",2014-01-06 13:14:00,Facilities preparations for VIP visit,Bertrand Ovan,"['Arpa Emile', 'Awelon Varro', 'Coginian Dante', 'Hafon Albina', 'Hawelon Benito', 'Hawelon Claudio', 'Mies Henk', 'Morlun Valeria', 'Morlun Adan', 'Morluniau Cecilia', 'Nant Irene', 'Scozzese Dylan']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Facilities preparations for VIP visit,2014-01-06,6,Working hours (9-5),Ovan,Bertrand,1964-12-12,Tethys,Male,Tethys,BirthNation,1964-12-12,Tethys,2008-10-03,2018-10-02,Facilities,Facilities Group Manager,1998-10-01,Bertrand.Ovan@gastech.com.kronos,TethanDefenseForceAir,HonorableDischarge,1993-10-01,Facilities,Facilities
38,Felix.Balas@gastech.com.kronos,"Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos",2014-01-06 13:16:00,RE: Wellhead flow rate data,Felix Balas,"['Frente Birgitta', 'Azada Lars', 'Balas Felix']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Balas,Felix,1960-03-04,Tethys,Male,Tethys,BirthNation,1960-03-04,Tethys,2005-04-15,2015-04-14,Engineering,Engineer,2004-09-02,Felix.Balas@gastech.com.kronos,TethanDefenseForceNavy,HonorableDischarge,1988-10-01,Engineering,Engineering
39,Ingrid.Barranco@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 13:21:00,RE: Plants,Ingrid Barranco,['Bodrogi Loreto'],['Security'],['Security'], Plants,2014-01-06,6,Working hours (9-5),Barranco,Ingrid,1961-10-26,Tethys,Female,Tethys,BirthNation,1961-10-26,Tethys,2013-07-01,2023-06-30,Executive,SVP/CFO,2003-09-30,Ingrid.Barranco@gastech.com.kronos,,,,Executive,Security
40,Birgitta.Frente@gastech.com.kronos,"Birgitta.Frente@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos",2014-01-06 13:23:00,RE: Wellhead flow rate data,Birgitta Frente,"['Frente Birgitta', 'Azada Lars', 'Balas Felix']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Frente,Birgitta,1976-07-31,Tethys,Female,Tethys,BirthNation,1976-07-31,Tethys,2006-03-17,2016-03-16,Engineering,Geologist,1999-05-03,Birgitta.Frente@gastech.com.kronos,,,,Engineering,Engineering
41,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-06 13:24:00,Question - Protocol for VIP visit,Carla Forluniau,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'],Question - Protocol for VIP visit,2014-01-06,6,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Not unique department
42,Loreto.Bodrogi@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 13:26:00,RE: Plants,Loreto Bodrogi,['Barranco Ingrid'],['Executive'],['Executive'], Plants,2014-01-06,6,Working hours (9-5),Bodrogi,Loreto,1989-04-17,Kronos,Male,Kronos,BirthNation,1989-04-17,,,,Security,Site Control,2013-08-17,Loreto.Bodrogi@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2008-10-01,Security,Executive
43,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-06 13:29:00,RE: Craft night,Anda Ribera,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Craft night,2014-01-06,6,Working hours (9-5),Ribera,Anda,1975-11-17,Tethys,Female,Tethys,BirthNation,1975-11-17,Tethys,2009-06-15,2019-06-14,Executive,Assistant to CFO,2009-10-30,Anda.Ribera@gastech.com.kronos,,,,Administration,Not unique department
44,Claudio.Hawelon@gastech.com.kronos,"Irene.Nant@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos",2014-01-06 13:35:00,Route suggestion for next shift,Claudio Hawelon,"['Nant Irene', 'Morluniau Cecilia', 'Scozzese Dylan']","['Facilities', 'Facilities', 'Facilities']",['Facilities'],Route suggestion for next shift,2014-01-06,6,Working hours (9-5),Hawelon,Claudio,1983-08-13,Kronos,Male,Kronos,BirthNation,1983-08-13,,,,Facilities,Truck Driver,2007-03-13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003-10-01,Facilities,Facilities
45,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 13:42:00,Concert tickets,Hennie Osvaldo,['Herrero Kanon'],['Security'],['Security'],Concert tickets,2014-01-06,6,Working hours (9-5),Osvaldo,Hennie,1988-05-31,Kronos,Male,Kronos,BirthNation,1988-05-31,,,,Security,Perimeter Control,2011-06-07,Hennie.Osvaldo@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2010-10-01,Security,Security
46,Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-06 13:48:00,RE: Craft night,Cornelia Lais,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Craft night,2014-01-06,6,Working hours (9-5),Lais,Cornelia,1991-07-07,Kronos,Female,Kronos,BirthNation,1991-07-07,,,,Security,Assistant to Security Group Manager,2011-12-22,Cornelia.Lais@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Administration,Not unique department
47,Valeria.Morlun@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 13:49:00,RE: Favor - borrow hedge trimmer,Valeria Morlun,['Ribera Anda'],['Executive'],['Executive'], Favor - borrow hedge trimmer,2014-01-06,6,Working hours (9-5),Morlun,Valeria,1981-09-22,Kronos,Female,Kronos,BirthNation,1981-09-22,,,,Facilities,Truck Driver,2003-12-02,Valeria.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2001-10-01,Facilities,Executive
48,Cecilia.Morluniau@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 13:54:00,Supplies,Cecilia Morluniau,['Barranco Ingrid'],['Executive'],['Executive'],Supplies,2014-01-06,6,Working hours (9-5),Morluniau,Cecilia,1988-09-02,Kronos,Female,Kronos,BirthNation,1988-09-02,,,,Facilities,Truck Driver,2009-04-30,Cecilia.Morluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2008-10-01,Facilities,Executive
49,Anda.Ribera@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 13:59:00,RE: Favor - borrow hedge trimmer,Anda Ribera,['Morlun Valeria'],['Facilities'],['Facilities'], Favor - borrow hedge trimmer,2014-01-06,6,Working hours (9-5),Ribera,Anda,1975-11-17,Tethys,Female,Tethys,BirthNation,1975-11-17,Tethys,2009-06-15,2019-06-14,Executive,Assistant to CFO,2009-10-30,Anda.Ribera@gastech.com.kronos,,,,Administration,Facilities
50,Adan.Morlun@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Varro.Awelon@gastech.com.kronos",2014-01-06 13:59:00,RE: New refueling policies - Effective February 1,Adan Morlun,"['Hawelon Claudio', 'Hawelon Benito', 'Mies Henk', 'Scozzese Dylan', 'Morlun Valeria', 'Nant Irene', 'Coginian Dante', 'Arpa Emile', 'Morlun Adan', 'Awelon Varro']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], New refueling policies - Effective February 1,2014-01-06,6,Working hours (9-5),Morlun,Adan,1984-10-09,Kronos,Male,Kronos,BirthNation,1984-10-09,,,,Facilities,Truck Driver,2006-01-14,Adan.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2005-10-01,Facilities,Facilities
51,Varro.Awelon@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos",2014-01-06 14:01:00,RE: Don't text and drive!,Varro Awelon,"['Hawelon Benito', 'Morluniau Cecilia', 'Awelon Varro', 'Hafon Albina', 'Coginian Dante', 'Hawelon Claudio']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Don't text and drive!,2014-01-06,6,Working hours (9-5),Awelon,Varro,1986-05-05,Kronos,Male,Kronos,BirthNation,1986-05-05,,,,Facilities,Janitor,2012-10-22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006-10-01,Facilities,Facilities
52,Dante.Coginian@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 14:05:00,Congratulations on your service anniversary,Dante Coginian,['Alcazar Lucas'],['IT'],['IT'],Congratulations on your service anniversary,2014-01-06,6,Working hours (9-5),Coginian,Dante,1971-12-01,Kronos,Male,Kronos,BirthNation,1971-12-01,,,,Facilities,Lead Janitor,1995-01-07,Dante.Coginian@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,1992-10-01,Facilities,IT
53,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-06 14:16:00,RE: GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Calixto Nils', 'Flecha Sven']","['IT', 'IT']",['IT'], GT-SeismicProcessorPro Bug Report,2014-01-06,6,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
54,Willem.Vasco-Pais@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos",2014-01-06 14:19:00,RE: IPO,Willem Vasco-Pais,"['Strum Orhan', 'Vasco-Pais Willem']","['Executive', 'Executive']",['Executive'], IPO,2014-01-06,6,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
55,Benito.Hawelon@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Varro.Awelon@gastech.com.kronos",2014-01-06 14:19:00,RE: New refueling policies - Effective February 1,Benito Hawelon,"['Hawelon Claudio', 'Coginian Dante', 'Morlun Valeria', 'Hafon Albina', 'Arpa Emile', 'Morluniau Cecilia', 'Morlun Adan', 'Hawelon Benito', 'Awelon Varro']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], New refueling policies - Effective February 1,2014-01-06,6,Working hours (9-5),Hawelon,Benito,1978-11-23,Kronos,Male,Kronos,BirthNation,1978-11-23,,,,Facilities,Truck Driver,2000-02-21,Benito.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1999-10-01,Facilities,Facilities
56,Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 14:22:00,Meeting,Axel Calzas,['Azada Lars'],['Engineering'],['Engineering'],Meeting,2014-01-06,6,Working hours (9-5),Calzas,Axel,1975-09-13,Tethys,Male,Tethys,BirthNation,1975-09-13,Tethys,2012-01-31,2022-01-30,Engineering,Drill Technician,1997-07-17,Axel.Calzas@gastech.com.kronos,,,,Engineering,Engineering
57,Dante.Coginian@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos",2014-01-06 14:23:00,RE: New refueling policies - Effective February 1,Dante Coginian,"['Morlun Valeria', 'Hafon Albina', 'Awelon Varro', 'Hawelon Benito', 'Coginian Dante']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], New refueling policies - Effective February 1,2014-01-06,6,Working hours (9-5),Coginian,Dante,1971-12-01,Kronos,Male,Kronos,BirthNation,1971-12-01,,,,Facilities,Lead Janitor,1995-01-07,Dante.Coginian@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,1992-10-01,Facilities,Facilities
58,Benito.Hawelon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos",2014-01-06 14:26:00,RE: Route suggestion for next shift,Benito Hawelon,"['Coginian Dante', 'Hafon Albina', 'Hawelon Benito', 'Mies Henk']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Route suggestion for next shift,2014-01-06,6,Working hours (9-5),Hawelon,Benito,1978-11-23,Kronos,Male,Kronos,BirthNation,1978-11-23,,,,Facilities,Truck Driver,2000-02-21,Benito.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1999-10-01,Facilities,Facilities
59,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos",2014-01-06 14:28:00,RE: GT-SeismicProcessorPro Bug Report,Nils Calixto,"['Calixto Nils', 'Flecha Sven']","['IT', 'IT']",['IT'], GT-SeismicProcessorPro Bug Report,2014-01-06,6,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
60,Axel.Calzas@gastech.com.kronos,"Felix.Balas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Vira.Frente@gastech.com.kronos",2014-01-06 14:30:00,RE: Wellhead flow rate data,Axel Calzas,"['Balas Felix', 'Azada Lars', 'Orilla Elsa', 'Frente Birgitta', 'Orilla Kare', 'Borrasca Isande', 'Cazar Gustav', 'Calzas Axel', 'Frente Vira']","['Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Wellhead flow rate data,2014-01-06,6,Working hours (9-5),Calzas,Axel,1975-09-13,Tethys,Male,Tethys,BirthNation,1975-09-13,Tethys,2012-01-31,2022-01-30,Engineering,Drill Technician,1997-07-17,Axel.Calzas@gastech.com.kronos,,,,Engineering,Engineering
